score,gender,region,highest_education,imd_band,age_band,studied_credits,late_ratio,completion_ratio,homepage_mean_click_interval,homepage_std_click_interval,homepage_mean_clicks,homepage_click_variance,input_mean_click_interval,input_std_click_interval,input_mean_clicks,input_click_variance,output_mean_click_interval,output_std_click_interval,output_mean_clicks,output_click_variance,early_score,late_score,mid_score,module_presentation
group1,M,South East Region,Lower Than A Level,70-80%,0-35,60,0.5714285714285714,0.875,4.5,5.513619500836088,3.5789473684210527,0.966420045699048,5.239130434782608,8.091654912751356,9.382978723404255,1.3290535536621202,6.478260869565218,7.768640721266911,16.75,1.348827696574202,76.0,26.0,35.0,CCC2014B
group1,M,North Region,A Level or Equivalent,50-60%,0-35,60,0.5,1.0,2.574468085106383,2.682036466287766,3.642105263157895,1.0644473749823045,2.847058823529412,3.701691641453048,9.66279069767442,1.186029706176429,5.627906976744186,7.371189914324919,27.613636363636363,1.5410631982923104,53.0,53.0,56.666666666666664,CCC2014B
group3,M,London Region,HE Qualification,60-70%,0-35,30,0.5,1.0,3.2531645569620253,4.336690083788586,3.075,0.9739484500304976,4.036363636363636,4.242481962089315,6.821428571428571,0.8453673639898986,12.7,16.006906404161263,28.714285714285715,1.0971474745341716,98.0,87.5,98.0,CCC2014B
group3,F,Wales,A Level or Equivalent,80-90%,0-35,90,0.5,1.0,1.984615384615385,1.4466460294920795,2.3969465648854964,0.7846296175003132,3.3733333333333335,3.927633677713121,4.394736842105263,1.0583567656279356,3.776119402985074,4.1844622243173655,48.5,1.0905815544411492,79.33333333333333,77.0,81.0,CCC2014B
group3,M,Wales,A Level or Equivalent,40-50%,0-35,150,0.8333333333333334,0.75,1.9615384615384617,1.6301607194928542,2.885496183206107,0.87615277377156,3.08974358974359,3.369788992723113,4.949367088607595,0.8277046231148519,7.7,10.065817883072016,17.548387096774192,1.647579848000191,88.33333333333333,70.5,100.0,CCC2014B
group3,F,South East Region,A Level or Equivalent,90-100%,0-35,120,0.5,1.0,1.6470588235294117,1.4023973282397078,2.961038961038961,0.7550486685265024,4.8125,6.413603395177964,4.73469387755102,0.8499580321177477,2.0,1.7811271131234423,12.567796610169491,1.086378499078257,93.33333333333331,100.0,93.33333333333331,CCC2014B
group3,M,North Region,A Level or Equivalent,10-20,0-35,120,1.0,0.625,1.15625,0.5337541547921172,4.191111111111111,0.6960481117244878,2.055045871559633,2.984015633912107,6.8090909090909095,1.0840176022752086,1.2617801047120418,0.6685057759243369,26.588541666666668,2.076871371972514,89.0,100.0,85.0,CCC2014B
group3,F,North Region,A Level or Equivalent,0-10%,35-55,120,0.8,0.625,1.8905109489051095,1.998818886966487,4.471014492753623,0.8269313138772185,2.4571428571428573,2.838704239303869,7.481132075471698,1.0543127025828258,3.707692307692308,4.47815209141518,26.727272727272727,1.1039969621445762,76.5,68.0,83.0,CCC2014B
group1,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,60,0.5,1.0,3.967741935483871,5.6480599946178645,2.7936507936507935,0.6754436864415264,5.217391304347826,9.409009969121822,2.978723404255319,0.6174337938564088,8.583333333333334,17.839664323871283,25.2,0.806795901768287,71.33333333333333,41.5,32.0,CCC2014B
group3,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,120,0.6666666666666666,0.75,2.466666666666667,2.3658900856624547,3.056603773584906,1.040247089402862,3.289855072463768,3.7223547626048656,3.7857142857142856,0.7321629980744568,6.45945945945946,10.177847935029714,75.13157894736842,1.3118061890945107,95.33333333333331,80.0,94.5,CCC2014B
group3,M,South Region,HE Qualification,90-100%,35-55,90,0.625,1.0,3.2666666666666666,3.125022522441361,2.8684210526315788,0.9586607244733442,5.441860465116279,7.14910026167594,5.113636363636363,0.7735248804923736,6.647058823529412,9.048295848059496,45.4,1.1285765363772802,93.33333333333331,100.0,98.0,CCC2014B
group3,F,West Midlands Region,A Level or Equivalent,90-100%,0-35,60,1.0,0.5,2.5555555555555554,1.7509310772238322,2.42,0.648589228371353,4.133333333333334,3.916357122038877,5.426229508196721,1.0079955273059464,3.4857142857142858,2.7649087682768867,14.267605633802816,1.0795462569326455,86.5,74.0,88.0,CCC2014B
group1,M,South Region,Lower Than A Level,80-90%,0-35,60,0.5,1.0,2.3035714285714284,3.4532639886102214,3.5398230088495577,0.8611692632694226,2.566265060240964,2.333179402448134,14.511904761904765,1.1694957389286098,3.328125,4.239102508711611,49.76923076923077,1.2333821415952189,66.66666666666667,57.0,55.333333333333336,CCC2014B
group3,M,Scotland,HE Qualification,0-10%,0-35,120,0.5714285714285714,0.875,4.636363636363637,4.440402202185262,2.3035714285714284,0.8322780410270758,5.348837209302325,6.190944696471854,6.363636363636363,1.0939070586943045,11.833333333333334,14.617676648094092,34.68421052631579,1.272137835579112,63.0,89.5,81.5,CCC2014B
group3,F,Wales,A Level or Equivalent,20-30%,0-35,90,1.0,0.625,2.54,2.455338442799051,3.4554455445544554,0.7324939037203851,4.755102040816326,5.607029116225818,3.92,0.7818617450812458,3.6875,3.9435500886367985,32.738461538461536,1.6264522042506675,88.5,76.0,85.0,CCC2014B
group3,F,Ireland,A Level or Equivalent,60-70%,0-35,150,0.5,1.0,2.098360655737705,1.873741279165604,4.349593495934959,0.8229480101279605,2.6853932584269664,3.3830980477084283,9.033333333333331,1.0713124693540017,3.8,5.174251767737265,59.32786885245902,1.2259195854540688,58.666666666666664,81.5,68.33333333333333,CCC2014B
group3,M,West Midlands Region,A Level or Equivalent,10-20,0-35,90,0.5,1.0,5.282608695652174,4.631597005489149,2.574468085106383,0.8620432932499369,6.075,7.328859357852317,10.365853658536585,1.085968386114503,16.071428571428573,16.27865183283018,19.466666666666665,0.9777142356872052,80.33333333333333,70.0,85.0,CCC2014B
group1,M,Wales,Lower Than A Level,20-30%,35-55,135,0.5,0.75,1.976923076923077,1.6209165012777462,2.480916030534351,0.8279381962469987,2.30188679245283,1.9768652979172896,5.91588785046729,1.501115787347665,6.275,7.193257170291405,21.853658536585368,1.0821726923044157,54.0,28.0,42.0,CCC2014B
group1,M,Wales,A Level or Equivalent,20-30%,0-35,120,0.7142857142857143,0.875,4.473684210526316,4.762597067469351,3.6206896551724137,0.7158712561129956,7.393939393939394,7.861851697991518,5.794117647058823,1.1469497934744413,10.409090909090908,13.549412536585493,23.60869565217391,1.0460534847327172,65.33333333333333,40.5,87.0,CCC2014B
group3,F,London Region,HE Qualification,50-60%,35-55,90,1.0,0.5,3.4411764705882355,2.9744300993895485,3.0579710144927534,0.851446565698384,5.159090909090909,7.149380138420138,4.977777777777778,0.8612022549782321,12.941176470588236,12.789011827714123,43.5,0.6128471959062549,100.0,87.0,88.0,CCC2014B
group1,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,120,0.4285714285714285,0.875,4.69811320754717,4.963656010133819,3.407407407407407,1.186775348491988,6.129032258064516,9.673820119214785,13.3125,1.0438067350641649,12.4,17.708754896942924,60.09090909090909,0.7691636180932259,61.0,26.0,60.666666666666664,CCC2014B
group1,M,Scotland,Lower Than A Level,40-50%,0-35,90,1.0,0.5,1.5605095541401277,1.3025496674315655,4.30379746835443,0.7047171755944754,1.5874125874125875,1.121672991742166,48.77777777777778,4.2929476917113485,2.4489795918367347,2.470954775938616,20.87878787878788,1.2451950534089185,78.5,65.0,59.0,CCC2014B
group1,M,London Region,A Level or Equivalent,10-20,0-35,90,0.5,1.0,4.592592592592593,4.9125120135952525,3.2545454545454544,0.9231241370160828,5.568181818181818,7.279783178705536,4.644444444444445,0.8371701847172586,9.791666666666666,12.510792442376776,20.36,1.2423029296228354,82.0,64.0,67.66666666666667,CCC2014B
group3,M,East Anglian Region,Lower Than A Level,40-50%,35-55,90,0.5,1.0,2.59,3.5135955281383113,2.98019801980198,0.83668179341912,3.276315789473684,5.050673048774197,13.727272727272728,1.193240237100041,5.382978723404255,7.3972767947264435,13.375,1.4281340183577929,73.33333333333333,81.5,77.33333333333333,CCC2014B
group3,M,Scotland,HE Qualification,30-40%,0-35,90,0.5,1.0,2.977011494252874,3.4539394814800692,2.5454545454545454,0.8601138984851641,4.622641509433962,4.950627058551191,8.148148148148149,3.0310855050365983,4.934782608695652,5.92697102298015,14.425531914893616,1.0182867783004177,81.0,87.0,91.66666666666669,CCC2014B
group3,M,Scotland,HE Qualification,50-60%,0-35,60,0.5,1.0,3.6,4.136791447276606,2.619718309859155,1.0416796738695355,5.9,7.564424156570864,6.512195121951219,0.9706662893138616,7.32258064516129,8.263926011181344,83.65625,1.5391714600895878,84.66666666666667,51.0,81.0,CCC2014B
group3,F,Scotland,HE Qualification,90-100%,0-35,60,0.5,1.0,2.7157894736842105,2.570963714892194,2.25,0.816496580927726,4.574074074074074,5.1600857527313995,5.1454545454545455,1.928713708813531,2.7157894736842105,3.127309896580402,7.71875,1.2041591175790625,77.33333333333333,72.0,72.0,CCC2014B
group3,M,London Region,A Level or Equivalent,30-40%,0-35,30,0.5,1.0,2.2410714285714284,1.8220151981362231,2.893805309734513,0.740389645804549,3.328767123287671,3.4320984612614187,5.743243243243243,0.79433635332555,4.120689655172414,3.361691231669573,27.8135593220339,1.1346497607332058,95.33333333333331,96.0,97.33333333333331,CCC2014B
group3,M,South East Region,A Level or Equivalent,40-50%,0-35,120,0.5,1.0,5.409090909090909,7.065534367513903,2.311111111111111,0.8301591420826684,5.923076923076923,7.410464206585511,4.8,0.9993487462676214,8.538461538461538,12.4939369911354,14.148148148148149,1.2329148166861943,83.66666666666667,66.0,79.33333333333333,CCC2014B
group3,M,South West Region,A Level or Equivalent,60-70%,0-35,60,0.5,1.0,1.0889830508474576,0.3397831344179814,8.565400843881857,0.7432065922268206,1.8175182481751824,1.5349792971500502,6.8478260869565215,0.8100050442211625,1.1681818181818182,0.6508767277575724,30.76923076923077,0.9284506385561346,96.0,97.5,97.0,CCC2014B
group3,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,60,0.625,1.0,2.128205128205128,2.561446458070064,3.5,0.7501873396833876,2.3055555555555554,3.589856773060778,10.642201834862384,0.9855616408521304,3.410958904109589,4.078519667580779,33.770270270270274,1.0013332982940686,78.33333333333333,84.0,90.0,CCC2014B
group3,M,Scotland,A Level or Equivalent,90-100%,0-35,60,0.5,1.0,2.963855421686747,2.6889375140475016,2.4285714285714284,1.1155811660058372,4.54,4.781810774770817,5.078431372549019,1.0440285804843965,5.55,8.341893039782965,41.34146341463415,0.7344329486589725,83.33333333333333,84.0,85.33333333333333,CCC2014B
group3,M,South West Region,A Level or Equivalent,60-70%,0-35,90,0.625,1.0,3.806451612903226,4.529823612088741,1.984126984126984,0.6380971712834965,5.658536585365853,8.326493127654526,14.238095238095235,3.168396374289863,16.25,22.978745119625817,48.15384615384615,1.3947635536815837,98.66666666666669,99.0,96.33333333333331,CCC2014B
group3,F,South West Region,A Level or Equivalent,40-50%,0-35,90,1.0,0.625,1.4230769230769231,0.8932623086536219,3.841530054644809,1.06661922448179,5.4,5.280323681538679,3.5869565217391304,1.0537266065013504,1.4311377245508985,0.9280049978843894,21.732142857142858,1.3282327003364267,81.66666666666667,80.0,83.0,CCC2014B
group3,M,East Anglian Region,Lower Than A Level,80-90%,0-35,120,0.5,1.0,2.245614035087719,2.396758147920704,2.617391304347826,0.9077370159993146,2.8295454545454546,3.6835190286859847,4.955056179775281,1.1399920895800095,3.890625,4.6602581422471605,17.923076923076923,1.376247029457686,89.33333333333333,92.5,95.66666666666669,CCC2014B
group3,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,60,1.0,0.5,1.4597701149425288,0.959342232522743,4.411428571428571,0.8851672351153321,2.130434782608696,1.7346911304545842,8.362068965517242,0.9281030540776184,1.7046979865771812,1.2330107938015198,14.513333333333334,1.4182409213652518,82.0,87.0,67.0,CCC2014B
group1,M,South East Region,Lower Than A Level,50-60%,0-35,90,0.5,1.0,4.591836734693878,4.348938411396792,2.12,0.917765019397382,6.903225806451613,10.186117476610598,2.3125,0.7753507182584353,9.409090909090908,14.578716028476618,19.565217391304348,0.9357693078589744,43.0,43.0,47.666666666666664,CCC2014B
group3,M,West Midlands Region,A Level or Equivalent,70-80%,35-55,120,0.5,1.0,1.3015075376884422,0.9263525403340244,9.115,0.8157072390824199,2.7282608695652173,4.035837429254932,5.10752688172043,1.1092119935059286,1.4438202247191012,1.2886690068850744,30.720670391061457,1.4471690824878396,100.0,97.5,98.0,CCC2014B
group1,M,Wales,Lower Than A Level,60-70%,35-55,60,0.875,1.0,3.3661971830985915,3.562661271015244,2.8472222222222223,1.0977127266366675,3.45,3.8770292663588943,13.836065573770492,1.11493961244114,8.04,11.09609540934708,27.46153846153846,1.1158659804313085,72.33333333333333,48.0,66.66666666666667,CCC2014B
group3,M,East Anglian Region,HE Qualification,20-30%,0-35,30,0.5,1.0,4.063492063492063,4.4245393996584035,3.0,0.7476816018719318,5.333333333333333,5.352801347846149,7.448979591836735,1.060206716213115,7.866666666666666,11.211857434271842,21.516129032258064,0.8007372599956959,92.66666666666669,88.0,92.33333333333331,CCC2014B
group3,M,Scotland,HE Qualification,70-80%,0-35,60,0.5,1.0,7.264705882352941,7.21660049040725,1.7714285714285714,0.5577940795416317,8.821428571428571,10.920770463352277,2.7586206896551726,0.6217415057722944,16.333333333333332,24.350969117669568,21.846153846153847,0.8686698932596107,58.666666666666664,58.0,63.0,CCC2014B
group3,F,Wales,A Level or Equivalent,60-70%,0-35,150,0.5,1.0,5.627906976744186,6.369657446922922,3.5454545454545454,0.968606500898672,8.133333333333333,9.482227780335217,9.612903225806452,1.2273624687888458,8.785714285714286,16.22608129788934,44.6551724137931,1.7872950115208293,90.66666666666669,80.0,90.66666666666669,CCC2014B
group1,M,North Western Region,HE Qualification,90-100%,0-35,60,1.0,0.375,7.4375,10.260910794007549,2.060606060606061,0.8692656885959794,7.827586206896552,10.816881533435335,3.2666666666666666,0.6656941400122487,18.727272727272727,21.166439989241976,33.083333333333336,1.022095978655176,70.0,26.0,32.0,CCC2014B
group3,F,South West Region,Lower Than A Level,30-40%,0-35,90,1.0,0.5,2.3333333333333335,2.1288614990297705,2.7641509433962264,0.9757571144710367,3.356164383561644,3.211826509660554,5.864864864864865,1.1579023067239238,6.051282051282051,6.039121223753972,22.875,1.217986084168152,92.0,74.0,88.0,CCC2014B
group3,F,East Midlands Region,A Level or Equivalent,60-70%,0-35,60,0.5,1.0,3.453333333333333,3.1248495459277215,3.3552631578947367,0.8342071543188786,5.7555555555555555,5.490303665867157,4.586956521739131,0.7985324919767327,6.475,7.87071006473221,26.07317073170732,1.2476504725450557,100.0,97.5,97.33333333333331,CCC2014B
group1,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,60,0.8571428571428571,0.875,10.318181818181818,14.38380823683142,2.869565217391304,0.937926517608616,17.46153846153846,18.455420994996675,4.357142857142857,0.8998491915812102,16.5,19.523878154245335,42.46153846153846,0.844327290704871,61.666666666666664,20.5,55.0,CCC2014B
group3,M,Scotland,A Level or Equivalent,80-90%,35-55,60,0.5,1.0,6.864864864864865,8.894949135330686,3.210526315789474,0.93758453887402,9.73913043478261,11.410590739644814,7.5,1.635712552851373,8.96,12.095040305844377,21.807692307692307,0.8791086627429184,100.0,97.0,95.33333333333331,CCC2014B
group3,M,West Midlands Region,HE Qualification,60-70%,0-35,60,0.5,1.0,2.56,2.857985445743349,3.267326732673267,0.9839016427508884,3.324675324675325,3.854053090208576,2.641025641025641,0.844436975303477,3.655172413793104,4.714857904271481,10.11864406779661,1.3351271150555537,94.0,90.0,92.0,CCC2014B
group3,M,South Region,Lower Than A Level,90-100%,0-35,60,1.0,0.5,3.746268656716418,3.4786939537274164,2.485294117647059,0.9036609209858212,5.4222222222222225,6.900226903017851,3.847826086956522,0.969334137067322,8.461538461538462,16.514795231502617,33.48148148148148,0.9570777026316192,81.5,85.0,92.0,CCC2014B
group1,M,North Western Region,A Level or Equivalent,50-60%,0-35,120,0.75,1.0,3.9047619047619047,4.474711328639466,3.046875,0.9611383783038324,6.1,7.685484153042452,4.634146341463414,0.9299867452068272,9.181818181818182,12.938080978025273,28.26086956521739,1.3719972053036211,47.333333333333336,40.5,33.0,CCC2014B
group1,M,Yorkshire Region,HE Qualification,80-90%,0-35,30,0.5,1.0,2.1147540983606556,2.1520573332230097,2.7154471544715446,1.0033469751631854,4.224137931034483,5.184467704996341,4.898305084745763,1.1330581783291191,5.487179487179487,8.780576035748917,23.5,0.7868314093994752,82.0,82.5,78.33333333333333,CCC2014B
group3,M,North Western Region,HE Qualification,40-50%,35-55,60,0.5714285714285714,0.875,2.3035714285714284,2.008267980907997,2.9026548672566372,0.8262251372322245,2.5544554455445545,2.251556117554046,4.882352941176471,1.155894179138068,4.6909090909090905,6.1760371067080175,23.017857142857142,0.9890019528297724,95.33333333333331,95.5,92.5,CCC2014B
group3,M,West Midlands Region,HE Qualification,60-70%,35-55,60,1.0,0.5,3.859375,4.0702840566215155,4.523076923076923,0.8309628926632608,4.8979591836734695,5.389978733566517,23.12,1.193039241765271,5.040816326530612,5.718971293253817,70.5,1.0734215346529936,98.0,100.0,100.0,CCC2014B
group3,M,East Anglian Region,HE Qualification,60-70%,35-55,90,0.5,1.0,1.1217391304347826,0.4312635256929654,3.826839826839827,0.7460833901466525,2.3454545454545452,2.3005239277068226,6.162162162162162,0.9433733719847828,1.305699481865285,0.9654546925594936,11.489690721649485,1.369887319734811,93.66666666666669,85.0,87.0,CCC2014B
group1,M,North Western Region,A Level or Equivalent,50-60%,0-35,60,0.5,1.0,4.4363636363636365,3.755310493468803,2.4642857142857144,0.8469275555760568,6.9714285714285715,7.213083351006794,3.7222222222222223,0.8099679732068737,6.757575757575758,9.300639437124415,26.941176470588236,1.04544120457228,79.0,69.5,76.66666666666667,CCC2014B
group3,M,Yorkshire Region,A Level or Equivalent,70-80%,0-35,60,0.5,1.0,2.5247524752475248,2.3004089175880904,3.42156862745098,0.9255191744731098,3.2051282051282053,3.126588840183144,5.924050632911392,0.9805294569390538,4.537037037037037,6.175768114973482,27.181818181818183,1.5092026514882035,91.0,91.0,92.33333333333331,CCC2014B
group3,M,Wales,HE Qualification,80-90%,0-35,90,0.625,1.0,2.386138613861386,2.2714325745207717,2.8823529411764706,0.7882942006460394,3.870967741935484,3.726220213689681,3.9047619047619047,0.8484159576061506,3.08974358974359,3.299688680458413,16.20253164556962,1.3181852315541622,88.0,79.0,63.0,CCC2014B
group1,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,120,0.5,1.0,4.6,6.34385091600082,1.9821428571428572,0.6841510485644573,4.555555555555555,6.394769875531589,2.2,0.7063094419577354,7.027777777777778,8.76840468015252,9.405405405405403,2.1446717367088017,68.33333333333333,47.0,77.66666666666667,CCC2014B
