score,gender,region,highest_education,imd_band,age_band,studied_credits,date_registration,late_ratio,completion_ratio,navigation_mean_click_interval,navigation_std_click_interval,navigation_mean_clicks,navigation_click_variance,input_mean_click_interval,input_std_click_interval,input_mean_clicks,input_click_variance,output_mean_click_interval,output_std_click_interval,output_mean_clicks,output_click_variance,early_score,late_score,mid_score,module_presentation
group3,M,London Region,HE Qualification,0-10%,0-35,0.0,0.8161559888579387,0.6666666666666666,0.75,0.06707794751273012,0.08439277183644851,0.09357877566538578,0.06016006291838601,0.03554738514955863,0.06296399143884926,0.034660687593423015,0.08438960923231158,0.04056584148117328,0.047670948550283254,0.3173775236897769,0.2832580271400193,1.0,0.89,1.0,CCC_2014B
group1,F,West Midlands Region,A Level or Equivalent,0-10%,35-55,0.36,0.1169916434540389,0.875,1.0,0.16304347826086957,0.19586105340782436,0.06765915823651761,0.0822798779297157,0.13044322007441841,0.3334999014395752,0.0741405082212257,0.11687374547446902,0.07123870281765018,0.06909560899065188,0.14751791760102012,0.2645493237423168,0.4596774193548387,0.48,0.358695652173913,CCC_2014B
group3,M,Scotland,A Level or Equivalent,10-20,35-55,0.12,0.37325905292479106,0.5,1.0,0.055268975681650706,0.09923097045299958,0.05326888815043087,0.07799310332570245,0.023976659060339803,0.05695130821588945,0.37660008153281693,0.20819962909009362,0.01913875598086124,0.023749016662636548,0.1713853742939616,0.26016131689079336,0.7540322580645162,0.6900000000000001,0.7826086956521738,CCC_2014B
group3,M,South West Region,A Level or Equivalent,50-60%,0-35,0.12,0.8022284122562674,0.5,1.0,0.3649068322981367,0.45467522859738146,0.10062859024696869,0.015632149267768965,0.15554046186687365,0.3448549697048391,0.026339391078593344,0.07961638348184995,0.19712918660287082,0.19366958745426105,0.3857410671815104,0.25905347465113954,0.8870967741935485,0.88,0.8913043478260869,CCC_2014B
group1,M,West Midlands Region,Lower Than A Level,0-10%,35-55,0.12,0.5626740947075208,1.0,0.5,0.09387351778656126,0.13938693966525695,0.1771262661582354,0.05185333993611955,0.04611876576751406,0.11135956228219462,0.25592148790707936,0.11093152319285168,0.05915615484993474,0.057638653592416295,0.28190121847446276,0.27314871197638196,0.691532258064516,0.85,0.7282608695652173,CCC_2014B
group3,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,0.36,0.4456824512534818,0.5,1.0,0.10111223458038425,0.10469302180154634,0.04945215846955212,0.05498715398669448,0.11680186299243157,0.19970130781032427,0.01229734391169369,0.11097980305481224,0.07245386192754613,0.0623515386116679,0.17026989736895176,0.39111445795554306,0.8266129032258065,0.88,0.8840579710144927,CCC_2014B
group3,M,London Region,A Level or Equivalent,10-20,0-35,0.0,0.5236768802228412,0.5,1.0,0.05697755960729313,0.07635494930686984,0.12925814836702057,0.08575423441763041,0.03721133320395885,0.09645891815356715,0.0662694268689723,0.26405614539371386,0.021498328636035915,0.034110198370614984,0.40569239599710516,0.3605492658086682,0.9677419354838708,0.965,0.9673913043478262,CCC_2014B
group3,M,South East Region,A Level or Equivalent,70-80%,0-35,0.0,0.7381615598885793,0.5,1.0,0.0815217391304348,0.09311669003359908,0.0631068964212588,0.06124077171618476,0.05716829716555746,0.1263472757948441,0.06202138668506381,0.16958946692566323,0.04839371155160628,0.051559649751729865,0.2709337915939947,0.3718190899125959,0.9838709677419357,0.96,0.9710144927536231,CCC_2014B
group1,F,London Region,A Level or Equivalent,30-40%,0-35,0.24,0.607242339832869,0.5,1.0,0.10869565217391304,0.12141326430494205,0.059827867961010035,0.05325428477236901,0.06477532195663752,0.1260428192308507,0.015349402092675634,0.08102319976920833,0.09519012843112566,0.13784680545297134,0.2159125884887658,0.21407409911125913,0.5161290322580645,0.52,0.5797101449275361,CCC_2014B
group1,F,London Region,Lower Than A Level,30-40%,35-55,0.12,0.426183844011142,1.0,0.5,0.13134057971014496,0.1639144901897977,0.08782196360599581,0.03995637543159459,0.07123870041836093,0.1712444892224599,0.029698328577252332,0.1354561415923982,0.06220095693779904,0.07719673422112565,0.24346945462127303,0.3175113375461651,0.721774193548387,0.35000000000000003,0.7065217391304348,CCC_2014B
group3,M,Scotland,HE Qualification,90-100%,35-55,0.0,0.7827298050139275,0.5,1.0,0.02257068187217867,0.045987007025700334,0.27742667273733135,0.03003961071208202,0.026993984086939638,0.06705685215140537,0.026886118365938988,0.13972188368071378,0.005543237250554325,0.011301322398031674,0.2536901797289609,0.2547429077079025,0.9919354838709675,0.985,0.9746376811594206,CCC_2014B
group3,F,East Anglian Region,HE Qualification,20-30%,0-35,0.24,0.5069637883008355,1.0,0.625,0.12611482720178374,0.14275285295806825,0.11183789458519577,0.04883979843611299,0.12206481661168249,0.32973189412597015,0.01390134529147982,0.10289429325347821,0.034797738147020446,0.031180340839041823,0.1253902299608671,0.3093061606701717,0.9274193548387095,1.0,1.0,CCC_2014B
group1,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0.36,0.256267409470752,0.625,1.0,0.09732052578361984,0.11935018180286158,0.043664347732820484,0.0449137394662485,0.04066474957218212,0.08130929605662746,0.04896593266849608,0.14391859949551503,0.044750914719954966,0.03978240869122078,0.23441938178780286,0.3106926175840245,0.6653225806451613,0.64,0.6268115942028987,CCC_2014B
group1,M,Scotland,HE Qualification,90-100%,0-35,0.24,0.4846796657381615,0.5,1.0,0.1863354037267081,0.26489475171378957,0.04741600344582659,0.046448499021917174,0.12920778038185374,0.3151218521976821,0.03449593090848696,0.10270951314626471,0.07690944533049796,0.09681553596124254,0.17065140922481642,0.25930239468468336,0.5161290322580645,0.605,0.7101449275362317,CCC_2014B
group1,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0.36,0.11420612813370468,0.5,0.75,0.27009222661396576,0.24607104158792115,0.038458901853499934,0.06595613532607827,0.17938766066070547,0.4333419817007216,0.006950672645739909,0.06603891044825697,0.11004784688995216,0.1510951884887027,0.3097876269621422,0.18935458997075838,0.2096774193548387,0.26,0.28804347826086957,CCC_2014B
group3,F,South East Region,A Level or Equivalent,40-50%,0-35,0.24,0.7827298050139275,0.5,1.0,0.08586956521739132,0.0976159234602009,0.06947575173748402,0.04583211772023175,0.051713980760167436,0.10070034415185439,0.056337030918102424,0.09791888003820284,0.0388883233228138,0.03995288140393913,0.7793583923258438,0.3216292912685315,0.899193548387097,0.89,0.9094202898550727,CCC_2014B
group1,M,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0.12,0.48189415041782724,0.5,1.0,0.28288740245261984,0.24020151074348653,0.11250883333815467,0.053854303724128104,0.16799615962086467,0.24363445350415422,0.07923766816143497,0.18557853232009333,0.06566573172743771,0.05432468709370962,0.18868882733148665,0.28112284698256335,0.6129032258064515,0.54,0.536231884057971,CCC_2014B
group1,M,South East Region,Lower Than A Level,70-80%,0-35,0.12,0.4512534818941504,0.5714285714285714,0.875,0.18592677345537761,0.24193302335299868,0.1394678465066152,0.10174858476590498,0.09830107792459818,0.23179433498815968,0.08340807174887892,0.14517111627748042,0.05242354899105471,0.055769122178779544,0.14785318559556787,0.33222881734466414,0.7096774193548387,0.26,0.2934782608695652,CCC_2014B
group1,M,North Region,A Level or Equivalent,50-60%,0-35,0.12,0.5988857938718662,0.5,1.0,0.08409610983981693,0.11788976199667242,0.106435439834808,0.07271751665647805,0.032273955425517614,0.08892440542961641,0.09572571947550661,0.16320841786574536,0.044286191165016135,0.05291592257698515,0.24983561375528138,0.3795782108585093,0.4314516129032258,0.53,0.5289855072463767,CCC_2014B
group3,M,London Region,HE Qualification,60-70%,0-35,0.0,0.7409470752089136,0.5,1.0,0.1224545954870666,0.1909931214048417,0.0982639649393961,0.06787241587368575,0.05162041529206286,0.10800160132096624,0.040285531252859885,0.10054585146269873,0.11196172248803828,0.11490956410356148,0.2601679637690718,0.2702376358692458,0.9758064516129032,0.875,0.9782608695652175,CCC_2014B
group3,F,Wales,A Level or Equivalent,80-90%,0-35,0.24,0.5877437325905293,0.5,1.0,0.05268835048124791,0.06345579570715228,0.05589075175323684,0.06814709497847721,0.0614833164004977,0.11557727369184749,0.022990686443601235,0.18339054149841266,0.026565735913732763,0.030039204207449276,0.44590643274853803,0.26862038863090343,0.75,0.77,0.7934782608695652,CCC_2014B
group3,M,Wales,A Level or Equivalent,40-50%,0-35,0.48,0.6044568245125348,0.8333333333333334,0.75,0.05225752508361205,0.07179426663929465,0.06537154469038972,0.067379036529751,0.04313714618391505,0.08342908387718136,0.033015695067264574,0.10716892918681224,0.06411483253588517,0.07225998054120855,0.15534804753820033,0.4058142532009408,0.8588709677419353,0.705,1.0,CCC_2014B
group3,F,South East Region,A Level or Equivalent,90-100%,0-35,0.36,0.4484679665738161,0.5,1.0,0.035166240409207156,0.061763289051155024,0.054514020286126376,0.050353463557903606,0.08500457431177398,0.2245671159132762,0.02509965122072745,0.12241370321842655,0.009569377990430622,0.012786264566952336,0.10859273518318543,0.2675851369705213,0.919354838709677,1.0,0.9275362318840579,CCC_2014B
group3,M,North Region,A Level or Equivalent,10-20,0-35,0.36,0.1169916434540389,1.0,0.625,0.00849184782608696,0.02350718407746825,0.10826850041945443,0.04573310489218637,0.020182418008926836,0.07439409867437613,0.04027090749387453,0.1552424376636877,0.002505072772364036,0.004799035202218004,0.24021253334359294,0.5115527516523383,0.8669354838709677,1.0,0.8369565217391304,CCC_2014B
group3,F,North Region,A Level or Equivalent,0-10%,35-55,0.36,0.6768802228412256,0.8,0.625,0.04839733417962552,0.08803042204278752,0.1257598737090929,0.05795299890505919,0.02758629418067989,0.07661825352025213,0.06278026905829596,0.10782754945100861,0.025910931174089068,0.03214753006116136,0.24151487170877753,0.2719247284267321,0.715725806451613,0.68,0.8152173913043479,CCC_2014B
group1,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0.12,0.7520891364902507,0.5,1.0,0.16129032258064518,0.24874745195337505,0.0683386987683606,0.03297520534553113,0.12437116541521741,0.37006931314066294,0.008237834246802857,0.05536916212172101,0.07256778309409889,0.12806647327412296,0.22717759310557095,0.1987213407344607,0.6532258064516128,0.41500000000000004,0.2608695652173913,CCC_2014B
group3,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0.36,0.2813370473537604,0.6666666666666666,0.75,0.07971014492753624,0.10419668540544692,0.07000549629929623,0.05108997226735972,0.05507636534801044,0.11158746429964342,0.02172085201793722,0.09574590482162751,0.05224363119099961,0.07306421617000011,0.6959104825776353,0.3231100754345347,0.9435483870967738,0.8,0.9402173913043479,CCC_2014B
group3,M,South Region,HE Qualification,90-100%,35-55,0.24,0.139275766016713,0.625,1.0,0.12085240274599544,0.13619088797051315,0.07086270645806314,0.07307975732805969,0.09496674487941709,0.19892159812975582,0.027802690582959637,0.07957654138257848,0.05403884041654939,0.0649554452014716,0.4168051708217913,0.27797890636132444,0.919354838709677,1.0,0.9782608695652175,CCC_2014B
group3,F,West Midlands Region,A Level or Equivalent,90-100%,0-35,0.12,0.5097493036211699,1.0,0.5,0.08454106280193237,0.07711314051558231,0.07911621160339039,0.0506431009842497,0.08064010509188074,0.17372747376503508,0.020504484304932735,0.1053266379067469,0.02378673957621326,0.019848586186910978,0.12454969893228254,0.2659022921315445,0.8366935483870968,0.74,0.8695652173913044,CCC_2014B
group1,M,South Region,Lower Than A Level,80-90%,0-35,0.12,0.7938718662952646,0.5,1.0,0.07021931512120046,0.1515017752456232,0.15714391669289393,0.08404299083431716,0.03202861988373172,0.06991655190665291,0.13365150544522741,0.1467105913528441,0.022278708133971287,0.030431453097003923,0.45782134147785114,0.30379350251847864,0.5967741935483872,0.5700000000000001,0.5144927536231885,CCC_2014B
group3,M,Scotland,HE Qualification,0-10%,0-35,0.36,0.7827298050139275,0.5714285714285714,0.875,0.19762845849802374,0.1955607296123401,0.0789079809689899,0.047233109051378556,0.09962251867061464,0.16831757203736622,0.04865470852017936,0.1805021164777493,0.10366826156299841,0.10493663231532564,0.31621065591032055,0.31333939070741695,0.5524193548387097,0.895,0.7989130434782608,CCC_2014B
group3,F,Wales,A Level or Equivalent,20-30%,0-35,0.24,0.565459610027855,1.0,0.625,0.08369565217391305,0.10813610016739107,0.07314930748388274,0.042063188721678475,0.07506792159906849,0.17383857562378796,0.01627474570709833,0.11981884238781365,0.025717703349282292,0.028309756442882143,0.29794492980088544,0.400610317876947,0.8608870967741935,0.76,0.8369565217391304,CCC_2014B
group3,F,Ireland,A Level or Equivalent,60-70%,0-35,0.48,0.47910863509749296,0.5,1.0,0.059693513898788325,0.08252185161921889,0.14913772542042292,0.06025081165678959,0.028767895178618597,0.07686661330138002,0.058915225282938286,0.17341826676247124,0.02679425837320574,0.03714465494957869,0.5475530932594644,0.3019554054750687,0.49999999999999994,0.8150000000000001,0.6557971014492754,CCC_2014B
group3,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0.24,0.5208913649025069,0.5,1.0,0.22078804347826086,0.20444426713348435,0.0773530119458696,0.052935838375988,0.08402361424617236,0.1878827728921309,0.09909164079567666,0.14550332623263396,0.1442241968557758,0.11686035634080247,0.17335590438083512,0.24082011738667838,0.7620967741935483,0.7000000000000001,0.8369565217391304,CCC_2014B
group1,M,Wales,Lower Than A Level,20-30%,35-55,0.42000000000000004,0.7632311977715877,0.5,0.75,0.05309364548494984,0.07138713999253447,0.04230866526616136,0.05226714286896247,0.026599537304548237,0.05684869742519052,0.06626307922272047,0.19561970653114075,0.05047846889952153,0.05163858806022141,0.19576379974326064,0.2665492076120107,0.4435483870967742,0.28,0.3695652173913043,CCC_2014B
group1,M,Wales,A Level or Equivalent,20-30%,0-35,0.36,0.7130919220055709,0.7142857142857143,0.875,0.18878718535469108,0.20975058450910994,0.09468846870137568,0.041054023693456,0.15026282705726504,0.23914032050099615,0.042862481315396106,0.14349832904937604,0.09003914745541539,0.09726783234227028,0.21223921741806842,0.2576527105683561,0.5806451612903225,0.405,0.8586956521739131,CCC_2014B
group3,F,London Region,HE Qualification,50-60%,35-55,0.24,0.7827298050139275,1.0,0.5,0.12732919254658387,0.13092371792989577,0.07368888408244834,0.056381278428256736,0.076577772784377,0.17700184091081864,0.026376911578705302,0.08654600499647586,0.11426963129749508,0.09180910647768142,0.3989689135118498,0.1509499690924592,1.0,0.87,0.8695652173913044,CCC_2014B
group1,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0.36,0.10306406685236769,0.4285714285714285,0.875,0.20098441345365053,0.21860546560596167,0.0840436355042874,0.09072857443272048,0.09237337473316512,0.2684064307120437,0.15688661114670083,0.1251794788079639,0.1090909090909091,0.12712670735024187,0.554716136433588,0.18945215896194906,0.528225806451613,0.26,0.5724637681159419,CCC_2014B
group1,M,Scotland,Lower Than A Level,40-50%,0-35,0.24,0.49860724233983283,1.0,0.5,0.03046247576848521,0.05736587626991727,0.10948960894983964,0.02650399677322387,0.01033342136634036,0.024077186241494644,0.6888427816076568,0.5160078646346509,0.013865833414705596,0.017738364244380526,0.18661219769253012,0.30670313265969684,0.7399193548387097,0.65,0.5543478260869565,CCC_2014B
group1,M,London Region,A Level or Equivalent,10-20,0-35,0.24,0.1169916434540389,0.5,1.0,0.1952495974235105,0.216353021610359,0.09034345671767621,0.056226861544519745,0.10773555022755298,0.2704816039056315,0.03127802690582959,0.10005595746203845,0.08413078149920254,0.08981183933017288,0.18174207448445676,0.305990775649602,0.782258064516129,0.64,0.6485507246376812,CCC_2014B
group3,M,East Anglian Region,Lower Than A Level,40-50%,35-55,0.24,0.7214484679665738,0.5,1.0,0.08641304347826088,0.15474303312146578,0.10332494397215788,0.04940909288294148,0.03704047452307224,0.11857937650497982,0.14238949391415756,0.15917458781288435,0.04194238012827038,0.053103193744821905,0.11617036011080334,0.3517627026296689,0.6774193548387095,0.8150000000000001,0.7536231884057971,CCC_2014B
group3,M,Scotland,HE Qualification,30-40%,0-35,0.24,0.7827298050139275,0.5,1.0,0.10744627686156923,0.1521157080551616,0.05227683165207186,0.04791361580805386,0.06699010285270714,0.12164177498396407,0.08763891596802495,0.4392754522687273,0.03765342209278136,0.04254823758624805,0.12603223250361814,0.2508135123053095,0.7701612903225807,0.87,0.9094202898550727,CCC_2014B
group3,M,Scotland,HE Qualification,50-60%,0-35,0.12,0.43175487465181056,0.5,1.0,0.14130434782608697,0.18218934160634592,0.07555522779666499,0.09181413031551808,0.12497574228604692,0.22198402706585774,0.05097159940209267,0.12682170417739833,0.06050316406852909,0.059324650982032746,0.775935864881502,0.37911225812977123,0.814516129032258,0.51,0.7934782608695652,CCC_2014B
group3,F,Scotland,HE Qualification,90-100%,0-35,0.12,0.6545961002785514,0.5,1.0,0.08448127421437797,0.10850155803714043,0.03456153703851809,0.06453782432474045,0.09398685924981284,0.1746554852162363,0.05830842052815147,0.27693364630969086,0.016419038025686228,0.02245017294156145,0.0630722914742998,0.29659559967827087,0.7258064516129032,0.72,0.6956521739130435,CCC_2014B
group3,M,London Region,A Level or Equivalent,30-40%,0-35,0.0,0.8161559888579387,0.5,1.0,0.06744953416149067,0.08024377191258453,0.08811753778810913,0.041762840619299656,0.04638074907820686,0.10818726423286096,0.026663236050871134,0.10454613841497631,0.02986305890117142,0.02413273772760317,0.2517123912964093,0.2794747980533194,0.9435483870967738,0.96,0.9710144927536231,CCC_2014B
group3,M,South East Region,A Level or Equivalent,40-50%,0-35,0.36,0.18941504178272972,0.5,1.0,0.23962450592885376,0.31117475244293963,0.07305017978913864,0.046614413715381546,0.12316201167355832,0.29050212486041227,0.033981066268061785,0.15360477233767764,0.07213838792786162,0.08969083827562732,0.12342829132610605,0.30367839604325186,0.8024193548387097,0.66,0.7753623188405796,CCC_2014B
group3,M,South West Region,A Level or Equivalent,60-70%,0-35,0.12,0.6573816155988857,0.5,1.0,0.004836035372144436,0.014964463724490317,0.22869306072553705,0.03723180400596315,0.017838356807991253,0.045238366733139516,0.048231624098264765,0.10358478177696329,0.0016093953892996962,0.004672480689481116,0.279458768378436,0.22868603483887154,0.9516129032258063,0.975,0.9673913043478262,CCC_2014B
group3,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0.12,0.8161559888579387,0.625,1.0,0.0603352984524687,0.11206684904337004,0.14546940434485814,0.0633014171656544,0.023457209392586834,0.09113850585062958,0.08799408256668668,0.10343006563082681,0.023071377072819033,0.029278669179178405,0.30763103824045657,0.2466377123668213,0.7379032258064515,0.84,0.8913043478260869,CCC_2014B
group3,M,Scotland,A Level or Equivalent,90-100%,0-35,0.12,0.28412256267409464,0.5,1.0,0.10673127291775801,0.11842408822118271,0.06329068338895558,0.08966861933262765,0.06555025961670444,0.13624977196630345,0.02416186205423873,0.11739969220359601,0.043540669856459324,0.05988435671434921,0.3787056430121088,0.18089767178687366,0.7983870967741935,0.84,0.8405797101449275,CCC_2014B
group3,M,South West Region,A Level or Equivalent,60-70%,0-35,0.24,0.3593314763231197,0.625,1.0,0.14297658862876256,0.19534670831892295,0.05348147168579353,0.05149815294703954,0.08769925979318564,0.2122721404459904,0.16913303437967114,0.42174302571331374,0.145933014354067,0.16495864464207818,0.44265691218599806,0.3435432465480826,0.9838709677419357,0.99,0.9601449275362317,CCC_2014B
group3,F,South West Region,A Level or Equivalent,40-50%,0-35,0.24,0.5598885793871866,1.0,0.625,0.022993311036789296,0.03934036171983174,0.0718143814886067,0.09165873825453086,0.13611003299049096,0.26215657706238266,0.014457399103139012,0.11366879586944442,0.004125719852161707,0.006661914994711264,0.1946230708349822,0.32715607806100905,0.778225806451613,0.8,0.8152173913043479,CCC_2014B
group3,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0.36,0.7966573816155988,0.5,1.0,0.06456707543664067,0.10424166349896655,0.06511951946920613,0.07768559421370014,0.03954640184274251,0.10920179157992463,0.03475336322869955,0.12011197723674437,0.027661483253588512,0.033454823700129845,0.15886544972417552,0.33898245426908086,0.8709677419354838,0.925,0.9528985507246379,CCC_2014B
group3,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,0.12,0.3676880222841225,1.0,0.5,0.024987506246876567,0.042250602174674676,0.1247755107101089,0.06313279378359934,0.021261172817661895,0.0490418859659865,0.06856197483564803,0.10842409034735027,0.00674352140265245,0.00885147506165749,0.1268564686570227,0.34932594074966317,0.782258064516129,0.87,0.6413043478260869,CCC_2014B
group1,M,South East Region,Lower Than A Level,50-60%,0-35,0.24,0.20612813370473537,0.5,1.0,0.19520851818988472,0.1915325526938391,0.037242924031225595,0.04830445187992436,0.18336059438329957,0.4492995096495167,0.006487294469357247,0.07845205118248182,0.08046976946498477,0.10465694380435361,0.17428104968752928,0.23048869121462262,0.31048387096774194,0.43,0.43115942028985504,CCC_2014B
group3,M,West Midlands Region,A Level or Equivalent,70-80%,35-55,0.36,0.3676880222841225,0.5,1.0,0.01603260869565218,0.04065737387593568,0.23499854980185222,0.049422078866784645,0.056168050119183174,0.14030025278323482,0.02806012290317223,0.15476634254262672,0.00424708349013494,0.009251031405821014,0.2790029076415434,0.3564512161144284,1.0,0.975,0.9782608695652175,CCC_2014B
group1,M,Wales,Lower Than A Level,60-70%,35-55,0.12,0.7855153203342617,0.875,1.0,0.12859767299448865,0.15690394829065074,0.1143492556118961,0.07213127805005148,0.04858140888802637,0.1096792751296042,0.152914798206278,0.1354674624355784,0.06736842105263158,0.07965608435169788,0.24840779411416533,0.27484817811453016,0.6653225806451613,0.48,0.6376811594202898,CCC_2014B
group3,M,East Anglian Region,HE Qualification,20-30%,0-35,0.0,0.7938718662952646,0.5,1.0,0.1664941338854382,0.1948621124388052,0.1303149188366029,0.05854105260448022,0.09677400942911608,0.16188604175507013,0.03773222293401665,0.10683853792651724,0.0657097288676236,0.08048711087787234,0.1925952402227981,0.1972290408684843,0.9112903225806452,0.88,0.9166666666666665,CCC_2014B
group3,M,Scotland,HE Qualification,70-80%,0-35,0.12,0.6350974930362117,0.5,1.0,0.34047314578005117,0.3178278887732908,0.03981741187472216,0.010690078787840777,0.1861971054163645,0.3418090895131573,0.005560538116591926,0.05697596324912942,0.14673046251993618,0.17480949636110002,0.19569334943296166,0.2139614807981367,0.49999999999999994,0.58,0.5978260869565217,CCC_2014B
group3,F,Wales,A Level or Equivalent,60-70%,0-35,0.48,0.6740947075208913,0.5,1.0,0.2339319470699433,0.2758775454981151,0.1237863145049106,0.06148625163790023,0.14200465748107896,0.23010029072273663,0.07061883408071748,0.23825600341235706,0.07450444292549557,0.11648296566316518,0.40981309899067087,0.440227398526671,0.8870967741935485,0.8,0.8985507246376814,CCC_2014B
group1,M,North Western Region,HE Qualification,90-100%,0-35,0.12,0.8161559888579387,1.0,0.375,0.34986413043478265,0.45190302814815414,0.05307992500788631,0.023186431374015402,0.13864443675697566,0.3036634404234599,0.010426008968609865,0.08703222146071922,0.16963897346672466,0.15194856091341236,0.3011824151020827,0.2517517538109551,0.6370967741935485,0.26,0.2608695652173913,CCC_2014B
group3,F,South West Region,Lower Than A Level,30-40%,0-35,0.24,0.22841225626740946,1.0,0.5,0.07126743232157508,0.09225422106492455,0.053312596914711054,0.06979974282535592,0.061458155938486386,0.12567346551542286,0.07617937219730941,0.13028547918645414,0.0483376272849957,0.04335333573323894,0.20535164666051095,0.30000131025866944,0.9032258064516128,0.74,0.8695652173913044,CCC_2014B
group3,F,East Midlands Region,A Level or Equivalent,60-70%,0-35,0.12,0.3844011142061281,0.5,1.0,0.13086384439359267,0.13743450717971475,0.08635093546305586,0.046619419999688556,0.12905103823015718,0.23184069266446902,0.025816784112748237,0.12100153774676241,0.05239234449760765,0.05650185238096809,0.23537448670885608,0.3073079252494073,1.0,0.975,0.9710144927536231,CCC_2014B
